"transaction_id","transactiondate","transaction_datetime","amount_gbp","fee_charged_gbp","transaction_status","is_flagged_fraud","device_type","fx_rate_used","failed_reason","transaction_type_id","type_name","channel","is_domestic","typical_fee_gbp","merchant_category_id","category_name","sector","risk_flag","customer_id","customer_name","age_band","region","customer_segment","kyc_verified","account_open_date","weekday","weekno","accage","amtbucket","accage_bucket","fx_rate_check","fee_charge_check"
1361,"2026-04-26","4/26/2026 14:30","34.47","0.00","Completed",False,"iOS",NULL,NULL,11,"Salary Credit","Automated",True,"0.00",11,"Clothing & Fashion","Retail","Low",1,"Amelia Rhodes","25-34","London","Premium",True,"2021-06-10","Sunday   ","Week 4","4.99","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
1362,"2026-02-15","2/15/2026 15:27","3490.91","0.00","Declined",False,NULL,NULL,NULL,12,"Card Refund","Mobile App",True,"0.00",12,"Electronics","Retail","Medium",2,"James Whitfield","35-44","South East","Standard",True,"2020-11-23","Sunday   ","Week 3","5.54","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
1363,"2026-02-22","2/22/2026 0:36","213.02","2.80","Pending",False,"Android","1.3300",NULL,13,"Crypto Purchase","Mobile App",True,"1.00",13,"Salary / Income","Financial","Low",3,"Sofia Patel","18-24","Midlands","Starter",False,"2023-01-08","Sunday   ","Week 4","3.41","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
1364,"2026-05-24","5/24/2026 23:39","97.88","0.00","Reversed",False,"Web",NULL,NULL,14,"Savings Pot Transfer","Mobile App",True,"0.00",14,"Loan & Credit","Financial","Medium",4,"Oliver Bennett","45-54","North West","Business",True,"2019-07-14","Sunday   ","Week 4","6.9","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
2,"2026-03-17","3/17/2026 19:37","2812.12","0.00","Declined",False,NULL,NULL,NULL,2,"Purchase","Web Browser",True,"0.00",2,"Dining & Restaurants","Leisure","Low",2,"James Whitfield","35-44","South East","Standard",True,"2020-11-23","Tuesday  ","Week 3","5.54","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
3,"2026-04-27","4/27/2026 16:22","172.72","2.27","Pending",False,"Android","1.0800",NULL,3,"Transfer - Outbound","Mobile App",True,"0.00",3,"Travel & Transport","Services","Medium",3,"Sofia Patel","18-24","Midlands","Starter",False,"2023-01-08","Monday   ","Week 4","3.41","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
4,"2026-02-19","2/19/2026 19:42","79.85","0.00","Reversed",False,"Web",NULL,NULL,4,"Transfer - Outbound","Web Browser",True,"0.00",4,"Entertainment","Leisure","Low",4,"Oliver Bennett","45-54","North West","Business",True,"2019-07-14","Thursday ","Week 3","6.9","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
5,"2026-01-26","1/26/2026 20:41","23.03","0.00","Declined",False,"iOS",NULL,"Insufficient Funds",5,"Transfer - International","Mobile App",False,"2.50",5,"Utilities","Services","Low",5,"Chloe Macgregor","25-34","Scotland","Standard",True,"2022-09-30","Monday   ","Week 4","3.68","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
6,"2026-04-26","4/26/2026 6:16","450.00","1.00","Declined",True,NULL,NULL,NULL,6,"Transfer - International","Web Browser",False,"2.50",6,"Online Retail","Retail","Medium",6,"Daniel Okafor","35-44","London","Premium",True,"2021-03-17","Sunday   ","Week 4","5.22","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
1365,"2026-03-12","3/12/2026 12:54","20.15","0.00","Declined",False,"iOS",NULL,"Insufficient Funds",15,"Loan Repayment","Automated",True,"0.00",15,"Peer-to-Peer Transfer","Financial","Medium",5,"Chloe Macgregor","25-34","Scotland","Standard",True,"2022-09-30","Thursday ","Week 2","3.68","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
1366,"2026-04-22","4/22/2026 9:10","395.45","0.88","Declined",True,NULL,NULL,NULL,1,"Purchase","Mobile App",True,"0.00",16,"Subscription Services","Services","Low",6,"Daniel Okafor","35-44","London","Premium",True,"2021-03-17","Wednesday","Week 4","5.22","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
1367,"2026-04-26","4/26/2026 21:39","13.63","0.00","Pending",False,"Android",NULL,NULL,2,"Purchase","Web Browser",True,"0.00",17,"Charity & Donations","Services","Low",7,"Priya Sharma","18-24","South West","Starter",False,"2023-06-22","Sunday   ","Week 4","2.96","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
1369,"2026-03-05","3/5/2026 20:36","484.85","0.00","Completed",False,"iOS",NULL,NULL,4,"Transfer - Outbound","Web Browser",True,"0.00",1,"Groceries","Retail","Low",9,"Isabelle Fontaine","25-34","North East","Premium",True,"2022-01-19","Thursday ","Week 1","4.38","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
1370,"2026-02-09","2/9/2026 21:57","75.00","1.50","Declined",True,NULL,NULL,NULL,5,"Transfer - International","Mobile App",False,"2.50",2,"Dining & Restaurants","Leisure","Low",10,"Mohammed Al-Hassan","45-54","London","Business",True,"2018-12-01","Monday   ","Week 2","7.52","Below 5000","Long-Term Customer (7+ Years)","FX Rate Not Applied","Below Typical"
1371,"2026-04-21","4/21/2026 3:16","58.01","0.00","Pending",False,"Android",NULL,NULL,6,"Transfer - International","Web Browser",False,"2.50",3,"Travel & Transport","Services","Medium",11,"Grace Elliott","35-44","East of England","Standard",True,"2021-08-27","Tuesday  ","Week 3","4.78","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
1372,"2026-05-18","5/18/2026 17:27","3181.81","0.00","Reversed",False,"Web",NULL,NULL,7,"ATM Withdrawal","ATM Network",True,"0.00",4,"Entertainment","Leisure","Low",12,"Ethan Clarke","25-34","South East","Starter",True,"2023-03-11","Monday   ","Week 3","3.24","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
1373,"2026-03-02","3/2/2026 7:39","130.91","0.00","Completed",False,"iOS",NULL,NULL,8,"ATM Withdrawal","ATM Network",False,"1.50",5,"Utilities","Services","Low",13,"Fatima Noor","18-24","Midlands","Starter",False,"2024-02-14","Monday   ","Week 1","2.31","Below 5000","New Customer (<3 Years)","FX Rate Not Applied","Below Typical"
1374,"2026-05-25","5/25/2026 2:49","953.03","2.80","Declined",False,NULL,"1.4200","Card Limit Exceeded",9,"Direct Debit","Automated",True,"0.00",6,"Online Retail","Retail","Medium",14,"Samuel Whitmore","55-64","Yorkshire","Business",True,"2017-05-30","Monday   ","Week 4","9.02","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
1375,"2026-05-04","5/4/2026 11:43","39.15","0.00","Pending",False,"Android",NULL,NULL,10,"Standing Order","Automated",True,"0.00",7,"Health & Pharmacy","Retail","Low",15,"Layla Singh","25-34","London","Premium",True,"2022-07-04","Monday   ","Week 1","3.93","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
1376,"2026-04-07","4/7/2026 21:04","8.48","0.00","Reversed",False,"Web",NULL,NULL,11,"Salary Credit","Automated",True,"0.00",8,"Gambling","Leisure","High",16,"Noah Greenwood","35-44","North West","Standard",True,"2021-10-18","Tuesday  ","Week 1","4.64","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
1377,"2026-04-28","4/28/2026 18:15","43.94","0.00","Declined",False,"iOS",NULL,"Insufficient Funds",12,"Card Refund","Mobile App",True,"0.00",9,"Crypto Exchange","Financial","High",17,"Aisha Kamara","18-24","Scotland","Starter",False,"2024-04-01","Tuesday  ","Week 4","2.18","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
1378,"2026-02-26","2/26/2026 2:19","1136.36","0.00","Declined",False,NULL,NULL,NULL,13,"Crypto Purchase","Mobile App",True,"1.00",10,"Fuel","Retail","Low",18,"Benjamin Fox","45-54","South East","Business",True,"2020-02-28","Thursday ","Week 4","6.27","Below 5000","Established Customer (3-7 Years)","Not Applicable","Below Typical"
1379,"2026-05-13","5/13/2026 22:08","280.88","0.94","Pending",True,"Android",NULL,NULL,14,"Savings Pot Transfer","Mobile App",True,"0.00",11,"Clothing & Fashion","Retail","Low",19,"Charlotte Lewis","25-34","Midlands","Standard",True,"2022-11-16","Wednesday","Week 2","3.56","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
1380,"2026-03-28","3/28/2026 5:20","14545.45","1.45","Reversed",True,"Web",NULL,"Fraud Suspected",15,"Loan Repayment","Automated",True,"0.00",12,"Electronics","Retail","Medium",20,"Rajan Mehta","35-44","London","Premium",True,"2019-09-09","Saturday ","Week 4","6.75","10000 - 15000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
32,"2026-04-25","4/25/2026 11:05","3363.63","0.00","Reversed",False,"Web",NULL,NULL,2,"Purchase","Web Browser",True,"0.00",14,"Loan & Credit","Financial","Medium",12,"Ethan Clarke","25-34","South East","Starter",True,"2023-03-11","Saturday ","Week 4","3.24","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
372,"2026-01-29","1/29/2026 10:33","3272.72","0.00","Reversed",False,"Web",NULL,NULL,12,"Card Refund","Mobile App",True,"0.00",12,"Electronics","Retail","Medium",12,"Ethan Clarke","25-34","South East","Starter",True,"2023-03-11","Thursday ","Week 5","3.24","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
604,"2026-02-03","2/3/2026 19:41","95.30","0.00","Reversed",False,"Web",NULL,NULL,4,"Transfer - Outbound","Web Browser",True,"0.00",10,"Fuel","Retail","Low",4,"Oliver Bennett","45-54","North West","Business",True,"2019-07-14","Tuesday  ","Week 1","6.9","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
676,"2026-05-12","5/12/2026 22:12","9.69","0.00","Reversed",False,"Web",NULL,NULL,1,"Purchase","Mobile App",True,"0.00",10,"Fuel","Retail","Low",16,"Noah Greenwood","35-44","North West","Standard",True,"2021-10-18","Tuesday  ","Week 2","4.64","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
810,"2026-01-29","1/29/2026 21:21","77.27","1.55","Declined",True,NULL,NULL,NULL,15,"Loan Repayment","Automated",True,"0.00",18,"Education","Services","Low",10,"Mohammed Al-Hassan","45-54","London","Business",True,"2018-12-01","Thursday ","Week 5","7.52","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
913,"2026-04-26","4/26/2026 2:33","138.18","0.00","Completed",False,"iOS",NULL,NULL,13,"Crypto Purchase","Mobile App",True,"1.00",13,"Salary / Income","Financial","Low",13,"Fatima Noor","18-24","Midlands","Starter",False,"2024-02-14","Sunday   ","Week 4","2.31","Below 5000","New Customer (<3 Years)","Not Applicable","Below Typical"
967,"2026-05-25","5/25/2026 8:11","16.81","0.00","Pending",False,"Android",NULL,NULL,7,"ATM Withdrawal","ATM Network",True,"0.00",13,"Salary / Income","Financial","Low",7,"Priya Sharma","18-24","South West","Starter",False,"2023-06-22","Monday   ","Week 4","2.96","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
990,"2026-05-02","5/2/2026 3:23","86.36","1.73","Declined",True,NULL,NULL,NULL,15,"Loan Repayment","Automated",True,"0.00",18,"Education","Services","Low",10,"Mohammed Al-Hassan","45-54","London","Business",True,"2018-12-01","Saturday ","Week 1","7.52","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
1207,"2026-02-16","2/16/2026 23:11","15.90","0.00","Pending",False,"Android",NULL,NULL,7,"ATM Withdrawal","ATM Network",True,"0.00",1,"Groceries","Retail","Low",7,"Priya Sharma","18-24","South West","Starter",False,"2023-06-22","Monday   ","Week 3","2.96","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
1228,"2026-03-08","3/8/2026 9:06","61.82","0.00","Reversed",False,"Web",NULL,NULL,13,"Crypto Purchase","Mobile App",True,"1.00",4,"Entertainment","Leisure","Low",8,"Thomas Hughes","55-64","Wales","Standard",True,"2020-04-05","Sunday   ","Week 2","6.17","Below 5000","Established Customer (3-7 Years)","Not Applicable","Below Typical"
1229,"2026-03-31","3/31/2026 10:21","530.30","0.00","Completed",False,"iOS",NULL,NULL,14,"Savings Pot Transfer","Mobile App",True,"0.00",5,"Utilities","Services","Low",9,"Isabelle Fontaine","25-34","North East","Premium",True,"2022-01-19","Tuesday  ","Week 5","4.38","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
1230,"2026-03-10","3/10/2026 6:11","81.82","1.64","Declined",True,NULL,NULL,NULL,15,"Loan Repayment","Automated",True,"0.00",6,"Online Retail","Retail","Medium",10,"Mohammed Al-Hassan","45-54","London","Business",True,"2018-12-01","Tuesday  ","Week 2","7.52","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
1231,"2026-04-07","4/7/2026 17:39","63.12","0.00","Pending",False,"Android",NULL,NULL,1,"Purchase","Mobile App",True,"0.00",7,"Health & Pharmacy","Retail","Low",11,"Grace Elliott","35-44","East of England","Standard",True,"2021-08-27","Tuesday  ","Week 1","4.78","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
1232,"2026-05-09","5/9/2026 6:09","3454.53","0.00","Reversed",False,"Web",NULL,NULL,2,"Purchase","Web Browser",True,"0.00",8,"Gambling","Leisure","High",12,"Ethan Clarke","25-34","South East","Starter",True,"2023-03-11","Saturday ","Week 2","3.24","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
1233,"2026-04-05","4/5/2026 22:58","101.82","0.00","Completed",False,"iOS",NULL,NULL,3,"Transfer - Outbound","Mobile App",True,"0.00",9,"Crypto Exchange","Financial","High",13,"Fatima Noor","18-24","Midlands","Starter",False,"2024-02-14","Sunday   ","Week 1","2.31","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
1270,"2026-05-14","5/14/2026 10:41","72.73","1.45","Declined",True,NULL,NULL,NULL,10,"Standing Order","Automated",True,"0.00",10,"Fuel","Retail","Low",10,"Mohammed Al-Hassan","45-54","London","Business",True,"2018-12-01","Thursday ","Week 2","7.52","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
1286,"2026-02-11","2/11/2026 9:57","504.55","1.12","Declined",True,NULL,NULL,NULL,11,"Salary Credit","Automated",True,"0.00",8,"Gambling","Leisure","High",6,"Daniel Okafor","35-44","London","Premium",True,"2021-03-17","Wednesday","Week 2","5.22","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
1396,"2026-02-01","2/1/2026 4:35","11.20","0.00","Reversed",False,"Web",NULL,NULL,1,"Purchase","Mobile App",True,"0.00",10,"Fuel","Retail","Low",16,"Noah Greenwood","35-44","North West","Standard",True,"2021-10-18","Sunday   ","Week 1","4.64","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
1450,"2026-05-29","5/29/2026 3:35","81.82","1.64","Declined",True,NULL,NULL,NULL,10,"Standing Order","Automated",True,"0.00",10,"Fuel","Retail","Low",10,"Mohammed Al-Hassan","45-54","London","Business",True,"2018-12-01","Friday   ","Week 5","7.52","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
1384,"2026-01-01","1/1/2026 21:10","92.73","0.00","Reversed",False,"Web",NULL,NULL,4,"Transfer - Outbound","Web Browser",True,"0.00",16,"Subscription Services","Services","Low",4,"Oliver Bennett","45-54","North West","Business",True,"2019-07-14","Thursday ","Week 1","6.9","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
1385,"2026-03-21","3/21/2026 14:49","26.63","0.00","Declined",False,"iOS",NULL,"Insufficient Funds",5,"Transfer - International","Mobile App",False,"2.50",17,"Charity & Donations","Services","Low",5,"Chloe Macgregor","25-34","Scotland","Standard",True,"2022-09-30","Saturday ","Week 3","3.68","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
1386,"2026-01-09","1/9/2026 21:54","518.18","1.15","Declined",True,NULL,NULL,NULL,6,"Transfer - International","Web Browser",False,"2.50",18,"Education","Services","Low",6,"Daniel Okafor","35-44","London","Premium",True,"2021-03-17","Friday   ","Week 2","5.22","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
1387,"2026-03-06","3/6/2026 13:44","12.72","0.00","Pending",False,"Android",NULL,NULL,7,"ATM Withdrawal","ATM Network",True,"0.00",1,"Groceries","Retail","Low",7,"Priya Sharma","18-24","South West","Starter",False,"2023-06-22","Friday   ","Week 1","2.96","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
1388,"2026-05-07","5/7/2026 13:35","52.73","0.00","Reversed",False,"Web",NULL,NULL,8,"ATM Withdrawal","ATM Network",False,"1.50",2,"Dining & Restaurants","Leisure","Low",8,"Thomas Hughes","55-64","Wales","Standard",True,"2020-04-05","Thursday ","Week 1","6.17","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
1389,"2026-05-31","5/31/2026 23:36","454.55","0.00","Completed",False,"iOS",NULL,NULL,9,"Direct Debit","Automated",True,"0.00",3,"Travel & Transport","Services","Medium",9,"Isabelle Fontaine","25-34","North East","Premium",True,"2022-01-19","Sunday   ","Week 5","4.38","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
1390,"2026-05-18","5/18/2026 8:52","70.45","1.41","Declined",True,NULL,NULL,NULL,10,"Standing Order","Automated",True,"0.00",4,"Entertainment","Leisure","Low",10,"Mohammed Al-Hassan","45-54","London","Business",True,"2018-12-01","Monday   ","Week 3","7.52","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
1391,"2026-02-06","2/6/2026 20:55","54.59","0.00","Pending",False,"Android",NULL,NULL,11,"Salary Credit","Automated",True,"0.00",5,"Utilities","Services","Low",11,"Grace Elliott","35-44","East of England","Standard",True,"2021-08-27","Friday   ","Week 1","4.78","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
1392,"2026-01-21","1/21/2026 0:01","2999.99","0.00","Reversed",False,"Web",NULL,NULL,12,"Card Refund","Mobile App",True,"0.00",6,"Online Retail","Retail","Medium",12,"Ethan Clarke","25-34","South East","Starter",True,"2023-03-11","Wednesday","Week 3","3.24","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
1393,"2026-04-12","4/12/2026 2:45","123.64","0.00","Completed",False,"iOS",NULL,NULL,13,"Crypto Purchase","Mobile App",True,"1.00",7,"Health & Pharmacy","Retail","Low",13,"Fatima Noor","18-24","Midlands","Starter",False,"2024-02-14","Sunday   ","Week 2","2.31","Below 5000","New Customer (<3 Years)","Not Applicable","Below Typical"
1394,"2026-04-13","4/13/2026 13:22","901.52","2.65","Declined",False,NULL,"1.3500","Card Limit Exceeded",14,"Savings Pot Transfer","Mobile App",True,"0.00",8,"Gambling","Leisure","High",14,"Samuel Whitmore","55-64","Yorkshire","Business",True,"2017-05-30","Monday   ","Week 2","9.02","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
1395,"2026-03-30","3/30/2026 17:45","37.09","0.00","Pending",False,"Android",NULL,NULL,15,"Loan Repayment","Automated",True,"0.00",9,"Crypto Exchange","Financial","High",15,"Layla Singh","25-34","London","Premium",True,"2022-07-04","Monday   ","Week 5","3.93","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
1397,"2026-02-18","2/18/2026 22:46","57.58","0.00","Declined",False,"iOS",NULL,"Insufficient Funds",2,"Purchase","Web Browser",True,"0.00",11,"Clothing & Fashion","Retail","Low",17,"Aisha Kamara","18-24","Scotland","Starter",False,"2024-04-01","Wednesday","Week 3","2.18","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
1398,"2026-01-23","1/23/2026 5:55","1060.61","0.00","Declined",False,NULL,NULL,NULL,3,"Transfer - Outbound","Mobile App",True,"0.00",12,"Electronics","Retail","Medium",18,"Benjamin Fox","45-54","South East","Business",True,"2020-02-28","Friday   ","Week 4","6.27","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
1399,"2026-03-23","3/23/2026 6:30","262.76","0.88","Pending",True,"Android",NULL,NULL,4,"Transfer - Outbound","Web Browser",True,"0.00",13,"Salary / Income","Financial","Low",19,"Charlotte Lewis","25-34","Midlands","Standard",True,"2022-11-16","Monday   ","Week 4","3.56","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
1400,"2026-01-12","1/12/2026 7:40","13636.36","1.36","Reversed",True,"Web",NULL,"Fraud Suspected",5,"Transfer - International","Mobile App",False,"2.50",14,"Loan & Credit","Financial","Medium",20,"Rajan Mehta","35-44","London","Premium",True,"2019-09-09","Monday   ","Week 2","6.75","10000 - 15000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
1401,"2026-04-18","4/18/2026 12:08","30.53","0.00","Completed",False,"iOS",NULL,NULL,6,"Transfer - International","Web Browser",False,"2.50",15,"Peer-to-Peer Transfer","Financial","Medium",1,"Amelia Rhodes","25-34","London","Premium",True,"2021-06-10","Saturday ","Week 3","4.99","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
1402,"2026-04-15","4/15/2026 3:15","3103.03","0.00","Declined",False,NULL,NULL,NULL,7,"ATM Withdrawal","ATM Network",True,"0.00",16,"Subscription Services","Services","Low",2,"James Whitfield","35-44","South East","Standard",True,"2020-11-23","Wednesday","Week 3","5.54","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
828,"2026-04-09","4/9/2026 9:30","54.55","0.00","Reversed",False,"Web",NULL,NULL,3,"Transfer - Outbound","Mobile App",True,"0.00",18,"Education","Services","Low",8,"Thomas Hughes","55-64","Wales","Standard",True,"2020-04-05","Thursday ","Week 2","6.17","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
1403,"2026-03-27","3/27/2026 2:16","189.99","2.50","Pending",False,"Android","1.1900",NULL,8,"ATM Withdrawal","ATM Network",False,"1.50",17,"Charity & Donations","Services","Low",3,"Sofia Patel","18-24","Midlands","Starter",False,"2023-01-08","Friday   ","Week 4","3.41","Below 5000","Established Customer (3-7 Years)","FX Rate Applied","Above Typical"
1404,"2026-05-12","5/12/2026 20:17","87.58","0.00","Reversed",False,"Web",NULL,NULL,9,"Direct Debit","Automated",True,"0.00",18,"Education","Services","Low",4,"Oliver Bennett","45-54","North West","Business",True,"2019-07-14","Tuesday  ","Week 2","6.9","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
1405,"2026-05-30","5/30/2026 7:17","25.19","0.00","Declined",False,"iOS",NULL,"Insufficient Funds",10,"Standing Order","Automated",True,"0.00",1,"Groceries","Retail","Low",5,"Chloe Macgregor","25-34","Scotland","Standard",True,"2022-09-30","Saturday ","Week 5","3.68","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
1406,"2026-01-06","1/6/2026 18:51","490.91","1.09","Declined",True,NULL,NULL,NULL,11,"Salary Credit","Automated",True,"0.00",2,"Dining & Restaurants","Leisure","Low",6,"Daniel Okafor","35-44","London","Premium",True,"2021-03-17","Tuesday  ","Week 1","5.22","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
1381,"2026-02-16","2/16/2026 19:04","32.50","0.00","Completed",False,"iOS",NULL,NULL,1,"Purchase","Mobile App",True,"0.00",13,"Salary / Income","Financial","Low",1,"Amelia Rhodes","25-34","London","Premium",True,"2021-06-10","Monday   ","Week 3","4.99","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
1382,"2026-01-31","1/31/2026 3:02","3296.97","0.00","Declined",False,NULL,NULL,NULL,2,"Purchase","Web Browser",True,"0.00",14,"Loan & Credit","Financial","Medium",2,"James Whitfield","35-44","South East","Standard",True,"2020-11-23","Saturday ","Week 5","5.54","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
1383,"2026-02-09","2/9/2026 19:09","201.50","2.65","Pending",False,"Android","1.2600",NULL,3,"Transfer - Outbound","Mobile App",True,"0.00",15,"Peer-to-Peer Transfer","Financial","Medium",3,"Sofia Patel","18-24","Midlands","Starter",False,"2023-01-08","Monday   ","Week 2","3.41","Below 5000","Established Customer (3-7 Years)","Not Applicable","Above Typical"
1407,"2026-01-23","1/23/2026 17:02","16.81","0.00","Pending",False,"Android",NULL,NULL,12,"Card Refund","Mobile App",True,"0.00",3,"Travel & Transport","Services","Medium",7,"Priya Sharma","18-24","South West","Starter",False,"2023-06-22","Friday   ","Week 4","2.96","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
1408,"2026-04-03","4/3/2026 10:13","69.09","0.00","Reversed",False,"Web",NULL,NULL,13,"Crypto Purchase","Mobile App",True,"1.00",4,"Entertainment","Leisure","Low",8,"Thomas Hughes","55-64","Wales","Standard",True,"2020-04-05","Friday   ","Week 1","6.17","Below 5000","Established Customer (3-7 Years)","Not Applicable","Below Typical"
1409,"2026-01-08","1/8/2026 1:46","424.24","0.00","Completed",False,"iOS",NULL,NULL,14,"Savings Pot Transfer","Mobile App",True,"0.00",5,"Utilities","Services","Low",9,"Isabelle Fontaine","25-34","North East","Premium",True,"2022-01-19","Thursday ","Week 2","4.38","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
1410,"2026-01-09","1/9/2026 21:32","65.91","1.32","Declined",True,NULL,NULL,NULL,15,"Loan Repayment","Automated",True,"0.00",6,"Online Retail","Retail","Medium",10,"Mohammed Al-Hassan","45-54","London","Business",True,"2018-12-01","Friday   ","Week 2","7.52","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
1411,"2026-03-31","3/31/2026 16:56","51.18","0.00","Pending",False,"Android",NULL,NULL,1,"Purchase","Mobile App",True,"0.00",7,"Health & Pharmacy","Retail","Low",11,"Grace Elliott","35-44","East of England","Standard",True,"2021-08-27","Tuesday  ","Week 5","4.78","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
1412,"2026-02-19","2/19/2026 2:09","2818.17","0.00","Reversed",False,"Web",NULL,NULL,2,"Purchase","Web Browser",True,"0.00",8,"Gambling","Leisure","High",12,"Ethan Clarke","25-34","South East","Starter",True,"2023-03-11","Thursday ","Week 3","3.24","Below 5000","Established Customer (3-7 Years)","Not Applicable","Followed Standard"
1413,"2026-03-05","3/5/2026 18:52","116.36","0.00","Completed",False,"iOS",NULL,NULL,3,"Transfer - Outbound","Mobile App",True,"0.00",9,"Crypto Exchange","Financial","High",13,"Fatima Noor","18-24","Midlands","Starter",False,"2024-02-14","Thursday ","Week 1","2.31","Below 5000","New Customer (<3 Years)","Not Applicable","Followed Standard"
1414,"2026-01-22","1/22/2026 6:57","850.00","2.50","Declined",False,NULL,"1.2700","Card Limit Exceeded",4,"Transfer - Outbound","Web Browser",True,"0.00",10,"Fuel","Retail","Low",14,"Samuel Whitmore","55-64","Yorkshire","Business",True,"2017-05-30","Thursday ","Week 4","9.02","Below 5000","Long-Term Customer (7+ Years)","Not Applicable","Above Typical"
1415,"2026-03-18","3/18/2026 0:53","35.03","0.00","Pending",False,"Android",NULL,NULL,5,"Transfer - International","Mobile App",False,"2.50",11,"Clothing & Fashion","Retail","Low",15,"Layla Singh","25-34","London","Premium",True,"2022-07-04","Wednesday","Week 3","3.93","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
1416,"2026-02-12","2/12/2026 12:03","10.60","0.00","Reversed",False,"Web",NULL,NULL,6,"Transfer - International","Web Browser",False,"2.50",12,"Electronics","Retail","Medium",16,"Noah Greenwood","35-44","North West","Standard",True,"2021-10-18","Thursday ","Week 2","4.64","Below 5000","Established Customer (3-7 Years)","FX Rate Not Applied","Below Typical"
